user_id,first_name,surname,full_name,city,region,country,age,gender,income,employment_status,marital_status,email,phone_number,acquisition_channel
U90700,Vanessa,Murphy,Vanessa Murphy,westminster,Greater London,United Kingdom,,Female,28147.39,Employed full-time,Married,vmurphy2005@gmail.com,,Direct / App Store
U27173,Ivy,Novak,Ivy Novak,Plymouth,South West,United Kingdom,37.0,Female,14347.24,Employed full-time,Single,ivy.novak@outlook.com,07441 292807,
U78898,Joshua,Kelly,Joshua Kelly,,East of England,,42.0,Male,14000.0,Employed full-time,Single,joshua.kelly@gmail.com,(07332) 321602,Affiliate / Comparison Site
U80281,Rosie,Nguyen,Rosie Nguyen,Chelmsford,East of England,United Kingdom,34.0,,30457.21,Employed full-time,Married,rnguyen2002@gmail.com,07913980327,Organic Search
U52528,Angela,Stewart,Angela Stewart,glasgow,Scotland,United Kingdom,,,17104.06,Employed full-time,,angela.stewart@yahoo.co.uk,07722363480,Social Media Ads
U90842,Jayden,Iqbal,Jayden Iqbal,Coventry,West Midlands,U.K.,44.0,Male,53072.17,Employed full-time,Single,jiqbal1977@gmail.com,07494 660 063,
U53233,Colin,Turner,Colin Turner,Luton,East of England,United Kingdom,28.0,Male,30051.04,Employed full-time,Married,colin.turner@gmail.com,+44 7324 327538,Referral
U72014,Zara,Costa,Zara Costa,,,United Kingdom,55.0,Female,41794.43,Employed full-time,,sunshine861@gmail.com,07428 501 383,
U33365,Emma,Scott,Emma Scott,gloucester,South West,United Kingdom,48.0,,35945.67,Self-employed,Married,emma.scott@outlook.com,07193162766,Organic Search
U71991,Molly,Taylor,Molly Taylor,EDINBURGH,Scotland,United Kingdom,23.0,Female,22310.52,,Married,mtaylor1989@gmail.com,07157637752,Social Media Ads
U19082,Ruby,Adams,Ruby Adams,Basildon,East of England,UK,,Female,29372.92,Employed full-time,Married,ruby.adams@outlook.com,(07609) 281022,Social Media Ads
U24437,Jayden,Bailey,Jayden Bailey, Bristol,South West,United Kingdom,30.0,,42147.4,Employed full-time,Single,jayden.bailey@gmail.com,,Referral
U72862,Mia,Wright,Mia Wright,,,uk,50.0,Female,41430.65,Employed full-time,Other,rocket872@gmail.com,(07881) 291320,Affiliate / Comparison Site
U36524,Katie,Williams,Katie Williams,Coventry,West Midlands,UK,45.0,Female,43530.12,Employed full-time,,katiew75@outlook.com,07140 374 218,Direct / App Store
U32704,Riley,Richardson,Riley Richardson,Bolton,North West,,40.0,Male,26779.01,Employed full-time,Married,rileyr32@gmail.com,07335466352,Affiliate / Comparison Site
U59916,Gary,Harris,Gary Harris,Westminster,Greater London,uk,39.0,Male,40425.45,Employed full-time,Married,,+44 7862 801100,
U80046,Paul,Hunt,Paul Hunt,brighton,South East,,,Male,,,Married,legend24@icloud.com,(07294) 717704,Direct / App Store
U42318,Connor,King,Connor King,,Greater London,United Kingdom,61.0,Male,23059.86,Retired,Widowed,connor.king@hotmail.com,+44 7251 782425,Referral
U29568,Anjali,Wood,Anjali Wood,Edinburgh,,United kingdom,34.0,Female,44780.0,Employed full-time,Married,anjali.wood@gmail.com,+44 7179 996651,Affiliate / Comparison Site
U67725,Zoe,Marshall,Zoe Marshall,WARRINGTON,North West,U.K.,62.0,Female,18885.52,Employed full-time,Single,,07736578308,Paid Search
U74050,Jack,Baker,Jack Baker,Doncaster,Yorkshire and the Humber,United Kingdom,,Male,16879.79,,Married,jackb40@gmail.com,+44 7824 803331,Organic Search
U80395,Reuben,Lewis,Reuben Lewis,Doncaster,Yorkshire and the Humber,United Kingdom,33.0,Male,21950.76,Employed full-time,Married,reuben.lewis@icloud.com,(07244) 521887,Referral
U98208,Carol,Shah,Carol Shah,Hull,Yorkshire and the Humber,United Kingdom,54.0,Female,43106.51,,Married,carols17@aol.com,07908358050,Organic Search
U97803,Charlotte,James,Charlotte James,Slough,South East,uk,43.0,Female,9858.77,Employed part-time,Single,charlottej22@gmail.com,07252 643150,Affiliate / Comparison Site
U47212,Leah,Turner,Leah Turner,Watford,,United Kingdom,25.0,Female,37548.36,Employed full-time,Married,leaht64@hotmail.com,(07507) 484404,Referral
U46330,Isaac,Wood,Isaac Wood,BRISTOL,South West,United kingdom,27.0,Male,42126.04,Employed full-time,Single,isaac.wood@gmail.com,07148943024,
U88619,Owen,Brown,Owen Brown,Cardiff,Wales,United Kingdom,28.0,Male,34739.87,Employed full-time,Other,owen.brown@yahoo.co.uk,07892 513123,Organic Search
U44343,Stanley,Sullivan,Stanley Sullivan,Blackpool,North West,UK,40.0,Male,9212.57,Unemployed,Married,stanley.sullivan@live.co.uk,07651314156,Paid Search
U77143,Ava,Kelly,Ava Kelly,Exeter,South West,United Kingdom,,Female,35691.43,Self-employed,Married,akelly1975@gmail.com,07321300166,Paid Search
U97971,Lucas,Price,Lucas Price,Portsmouth,South East,United Kingdom,57.0,,23333.13,Employed part-time,Married,lucas.price@gmail.com,(07110) 749411,Organic Search
U29275,Alexander,Walker,Alexander Walker,Portsmouth,South East,United Kingdom,26.0,,21881.85,,,alexanderw88@yahoo.co.uk,(07618) 194026,Organic Search
U82848,Naomi,Costa,Naomi Costa,poole,South West,United Kingdom,32.0,Female,,Employed full-time,,naomi.costa@outlook.com,+44 7609 039798,Referral
U53466,Alfie,Clarke,Alfie Clarke,Bournemouth,South West,U.K.,30.0,Male,6000.0,Employed part-time,Married,alfiec26@outlook.com,07923462204,
U39922,Ashley,Rahman,Ashley Rahman,Cardiff ,Wales,United Kingdom,31.0,Other,30737.46,Employed full-time,Married,,07543617382,Social Media Ads
U63051,Helen,Reid,Helen Reid, Preston,North West,UK,57.0,Female,3476.4,Unemployed,,turbo554@gmail.com,,Social Media Ads
U19081,James,Smith,James Smith,Belfast,Northern Ireland,United Kingdom,29.0,Male,,,,jamess92@gmail.com,,
U50172,Toby,Davies,Toby Davies,Leeds,Yorkshire and the Humber,uk,40.0,Male,,Employed full-time,Married,,(07146) 710960,Direct / App Store
U85956,Anjali,Lewis,Anjali Lewis,Sale,,United Kingdom,48.0,Female,28796.05,Employed full-time,Married,anjalil66@gmail.com,+44 7228 134514,
U13282,Freya,Robinson,Freya Robinson,derby,East Midlands,United Kingdom,56.0,Female,36792.68,,Widowed,freya.robinson@gmail.com,07190 128179,
U16167,Colin,Dimitrov,Colin Dimitrov,Gillingham,South East,United Kingdom,42.0,Male,,Employed full-time,Married,cdimitrov1984@icloud.com,07626301123,Paid Search
U62514,Amina,Phillips,Amina Phillips,Cardiff,Wales,UK,41.0,Female,45021.3,Employed full-time,,amina.phillips@gmail.com,+44 7567 641750,Organic Search
U11554,Ruby,Simpson,Ruby Simpson,Oxford,South East,United Kingdom,56.0,Female,20221.05,,Separated,ruby.simpson@hotmail.com,,Organic Search
U32583,Laura,Harrison,Laura Harrison, Swindon,,United kingdom,37.0,Female,21584.67,Employed full-time,Separated,,07535800559,Paid Search
U94978,Gary,Marshall,Gary Marshall,,North West,,60.0,Male,,Employed full-time,,gary.marshall@yahoo.com,07253 939 966,Paid Search
U83407,Stanley,Silva,Stanley Silva,LIVERPOOL,North West,uk,32.0,Male,36120.91,Employed full-time,Separated,stanley.silva@hotmail.com,07339 936 365,Organic Search
U99753,Alice,Baker,Alice Baker,,Wales,United Kingdom,45.0,Female,36293.74,,Married,abaker1983@gmail.com,07801 803497,Paid Search
U29087,Liam,Wood,Liam Wood,Glasgow,,United Kingdom,47.0,Male,49181.0,Employed full-time,Married,sunshine931@outlook.com,(07830) 037469,Organic Search
U99772,Amelia,Chapman,Amelia Chapman,Paisley,Scotland,United Kingdom,61.0,Female,15916.33,Retired,Married,amelia.chapman@outlook.com,,Affiliate / Comparison Site
U90405,Martin,Byrne,Martin Byrne,Edinburgh,Scotland,United Kingdom,33.0,Male,42443.88,Employed full-time,Single,mbyrne1994@icloud.com,,Paid Search
U90991,Ryan,Jackson,Ryan Jackson,Exeter,South West,United Kingdom,32.0,Male,14785.66,Employed part-time,Married,ryan.jackson@yahoo.co.uk,+44 7678 066868,Referral
U63382,Laura,Adams,Laura Adams,WAKEFIELD,Yorkshire and the Humber,uk,33.0,Female,37935.17,Employed full-time,Single,misty438@icloud.com,07947 647636,Direct / App Store
U39283,Lucy,Harris,Lucy Harris,Worcester,West Midlands,United kingdom,35.0,Female,,Employed part-time,Married,lucy.harris@gmail.com,(07645) 147112,Direct / App Store
U23418,Archie,Phillips,Archie Phillips,Aberdeen,,United kingdom,26.0,,33754.56,Employed full-time,,archie.phillips@aol.com,(07675) 465601,Social Media Ads
U58127,Yasmin,Price,Yasmin Price,LUTON,East of England,United Kingdom,41.0,Female,,Employed full-time,Single,yasminp44@hotmail.com,(07868) 870261,Paid Search
U22266,Ellie,Malik,Ellie Malik,Southampton,South East,United Kingdom,37.0,Female,37043.41,Employed full-time,Married,emalik1982@btinternet.com,(07135) 462706,Direct / App Store
U80127,Arthur,White,Arthur White,Northampton,East Midlands,United Kingdom,,Male,18716.0,Employed part-time,Single,arthur.white@yahoo.co.uk,07564 073065,Direct / App Store
U24180,Noah,Murphy,Noah Murphy,Salford,North West,United Kingdom,38.0,Male,,,Separated,noahm62@hotmail.com,07500 296771,Affiliate / Comparison Site
U64010,Lily,Robinson,Lily Robinson,Swindon,South West,United kingdom,41.0,Female,14000.0,,Single,,+44 7973 184442,Social Media Ads
U88587,Helen,Evans,Helen Evans,Peterborough,East of England,United Kingdom,45.0,Female,32057.39,Employed full-time,Married,helen.evans@gmail.com,07838947016,Organic Search
U27094,Charlie,Patel,Charlie Patel,Oxford,South East,United Kingdom,46.0,Male,,Employed full-time,,charlie.patel@gmail.com,07574 308 567,Referral
U98599,Aaron,Cooper,Aaron Cooper,Sale,North West,United Kingdom,44.0,Male,23222.18,Employed full-time,Married,aaron.cooper@outlook.com,07573 567908,Paid Search
U39045,Anjali,Foster,Anjali Foster,Dundee,Scotland,United Kingdom,25.0,Female,,Employed full-time,Single,anjali.foster@yahoo.co.uk,(07701) 828131,Organic Search
U43626,Jasper,Palmer,Jasper Palmer,Edinburgh,Scotland,U.K.,49.0,Male,12436.4,Employed part-time,,jasperp73@gmail.com,+44 7178 128291,Paid Search
U62986,Claire,Martin,Claire Martin,Worcester ,,,41.0,Female,,Employed full-time,Single,clairem44@aol.com,07125424557,Paid Search
U44126,Gary,Johnson,Gary Johnson,Rotherham ,Yorkshire and the Humber,United Kingdom,23.0,Male,36267.84,Employed full-time,Single,gary.johnson@hotmail.com,(07314) 986391,Social Media Ads
U69193,Kathleen,Walker,Kathleen Walker,Basildon,East of England,United Kingdom,32.0,Female,,Employed full-time,Married,kathleen.walker@yahoo.co.uk,07257 648 916,Paid Search
U92174,Ruby,Phillips,Ruby Phillips,Peterborough,East of England,UK,39.0,Other,44030.56,Employed full-time,Single,cheeky140@btinternet.com,,Organic Search
U67131,Rory,Murphy,Rory Murphy,Norwich,,United Kingdom,34.0,Male,10340.07,Unemployed,Married,rory.murphy@outlook.com,(07923) 798484,Social Media Ads
U13643,Jessica,Morgan,Jessica Morgan,Doncaster,Yorkshire and the Humber,United Kingdom,36.0,Female,9999.5,Employed part-time,Single,jmorgan1999@gmail.com,+44 7907 012010,Paid Search
U35004,Alexander,Palmer,Alexander Palmer,Brighton,South East,,24.0,,,Employed part-time,Married,alexanderp36@outlook.com,+44 7893 745907,Social Media Ads
U98658,Hannah,Ward,Hannah Ward,Bournemouth,South West,United Kingdom,29.0,Female,54826.35,Employed full-time,Single,hannahw87@outlook.com,07975081551,Paid Search
U64487,Isabella,King,Isabella King,Luton,East of England,United Kingdom,20.0,Other,,Employed full-time,Single,tiger107@aol.com,,Paid Search
U22080,Andrew,Simpson,Andrew Simpson,Coventry,West Midlands,United Kingdom,31.0,Other,2282.19,Unemployed,Married,asimpson1994@gmail.com,07347 466 978,Affiliate / Comparison Site
U65161,Harrison,O'Brien,Harrison O'Brien,huddersfield,Yorkshire and the Humber,United Kingdom,45.0,Male,46837.35,Employed full-time,Separated,harrison.obrien@gmail.com,07305 237 890,Affiliate / Comparison Site
U37105,Ava,Thomas,Ava Thomas,Colchester ,East of England,United Kingdom,20.0,Female,0.0,Student,Single,avat93@yahoo.co.uk,07519 662118,Affiliate / Comparison Site
U98604,Nicole,Wood,Nicole Wood,Stockport,North West,United Kingdom,40.0,Female,40760.97,Employed full-time,Married,,,Referral
U52813,Rory,Harris,Rory Harris,BRIGHTON,,United kingdom,38.0,Male,,Employed full-time,Married,,,Affiliate / Comparison Site
U36729,Laura,Bell,Laura Bell,Coventry,,United kingdom,41.0,Female,8087.84,Unemployed,Single,laura.bell@live.co.uk,07640 244973,Referral
U63557,Richard,Adams,Richard Adams,paisley,Scotland,United kingdom,,Male,34949.81,Self-employed,Married,ace484@outlook.com,(07902) 598317,Organic Search
U82903,Isaac,Byrne,Isaac Byrne,Doncaster,Yorkshire and the Humber,United Kingdom,23.0,Other,,Self-employed,Single,,07720 141336,Social Media Ads
U62987,Charlotte,Ahmed,Charlotte Ahmed,,South West,United Kingdom,34.0,Female,40370.9,Self-employed,,sparky862@live.co.uk,07765 906 365,Social Media Ads
U59035,Fatima,Popescu,Fatima Popescu,York,Yorkshire and the Humber,United Kingdom,47.0,Female,28544.28,Employed full-time,Married,shadow587@gmail.com,07252 325 731,Affiliate / Comparison Site
U88960,Gary,Iqbal,Gary Iqbal,,Yorkshire and the Humber,United Kingdom,43.0,Male,27412.2,Employed full-time,Married,gary.iqbal@hotmail.com,07226 305235,Social Media Ads
U56196,Janet,Foster,Janet Foster,Swindon,South West,United Kingdom,35.0,Female,44236.09,,Single,champ445@outlook.com,07251 244 066,Paid Search
U78304,Reuben,Edwards,Reuben Edwards,Norwich,East of England,,46.0,,34062.79,Employed full-time,Married,reubene61@yahoo.co.uk,07169210640,Social Media Ads
U99053,Vanessa,Watts,Vanessa Watts,Rotherham,Yorkshire and the Humber,United Kingdom,63.0,,,Employed part-time,Married,vanessa.watts@gmail.com,+44 7890 344335,Social Media Ads
U11642,Ruby,Muller,Ruby Muller,Reading ,,United Kingdom,39.0,Female,32041.15,Employed full-time,Divorced,ruby.muller@icloud.com,07827 309 115,Social Media Ads
U69506,Peter,Begum,Peter Begum,Belfast,Northern Ireland,United Kingdom,29.0,Male,26763.94,Self-employed,Married,peter.begum@outlook.com,07277 110976,Paid Search
U54988,Elliot,Young,Elliot Young,SOUTHAMPTON,South East,United Kingdom,27.0,Male,13770.73,Employed part-time,,elliot.young@gmail.com,07320 594396,Paid Search
U33090,Riley,Campbell,Riley Campbell,Newcastle upon Tyne,North East,U.K.,37.0,Male,38874.29,Employed full-time,Married,,(07710) 221995,Direct / App Store
U49688,Layla,Silva,Layla Silva,Preston,North West,United Kingdom,44.0,Other,24427.15,,,laylas13@gmail.com,+44 7805 517061,Social Media Ads
U50088,Willow,Adams,Willow Adams,,Scotland,United Kingdom,45.0,Female,23103.76,Employed part-time,Divorced,willowa47@icloud.com,(07718) 285414,Affiliate / Comparison Site
U96142,Chelsea,Wood,Chelsea Wood,,Yorkshire and the Humber,United kingdom,,Female,,Self-employed,Married,bubbles222@icloud.com,+44 7514 119002,Direct / App Store
U65512,Kathleen,Simpson,Kathleen Simpson,Reading,South East,United Kingdom,,Female,14000.0,Employed full-time,Single,kathleen.simpson@@gmail.com,+44 7852 829502,Affiliate / Comparison Site
U47152,Fatima,Walker,Fatima Walker,Worcester,West Midlands,United kingdom,47.0,Female,,Employed full-time,Married,fatimaw9@gmail.com,07613 650 377,Paid Search
U83372,Donna,Cooper,Donna Cooper,Chelmsford,East of England,United Kingdom,46.0,Female,23766.38,Employed full-time,Single,donnac83@yahoo.co.uk,(07800) 316577,
U18892,Zoe,Ahmed,Zoe Ahmed,Glasgow,,United Kingdom,63.0,Female,17348.65,Retired,,zoe.ahmed@outlook.com,07216 748 333,Affiliate / Comparison Site
U55550,Mia,Gray,Mia Gray,Wolverhampton ,West Midlands,United Kingdom,33.0,Female,28560.42,Self-employed,Married,,+44 7913 024034,Referral
U83973,William,Rossi,William Rossi,,East of England,United Kingdom,,Male,41455.59,,Married,starlight948@gmail.com,07452019005,Paid Search
U64790,Anjali,Richardson,Anjali Richardson,Nottingham,East Midlands,UK,29.0,Female,41330.23,Employed full-time,Married,,07876677782,Affiliate / Comparison Site
U81211,Sarah,Ryan,Sarah Ryan, Watford,East of England,United kingdom,23.0,Female,36435.06,Employed full-time,Single,sarah.ryan@gmail.com,+44 7487 745416,Social Media Ads
U22438,Muhammad,Lewis,Muhammad Lewis,Stoke-on-Trent,West Midlands,United Kingdom,47.0,Male,55005.59,,,muhammad.lewis@gmail.com,+44 7391 033429,Affiliate / Comparison Site
U35526,Sebastian,Watson,Sebastian Watson,Bradford,Yorkshire and the Humber,United Kingdom,41.0,Other,,Employed full-time,Married,sebastian.watson@icloud.com,07216 397 985,Social Media Ads
U98147,Priya,Kowalski,Priya Kowalski,Warrington,North West,United Kingdom,40.0,Female,22328.32,Employed part-time,Married,priya.kowalski@icloud.com,(07115) 082967,
U13315,Oliver,Jackson,Oliver Jackson, Exeter,South West,United Kingdom,50.0,Male,49327.41,Employed full-time,,oliverj65@icloud.com,07107129225,
U47087,Edward,Shah,Edward Shah,Luton ,East of England,uk,49.0,Male,37710.72,Employed full-time,Single,edward.shah@gmail.com,07658 687311,Paid Search
U34480,Molly,Shaw,Molly Shaw,,Scotland,,,Female,17793.85,Employed part-time,Married,molly.shaw@yahoo.co.uk,07225 791946,Referral
U38114,Amina,Shah,Amina Shah,Hull,Yorkshire and the Humber,UK,57.0,Female,20253.6,Employed part-time,Married,amina.shah@hotmail.com,,Paid Search
U34043,Benjamin,Turner,Benjamin Turner,Bolton,,United Kingdom,65.0,Male,,Employed full-time,,benjamin.turner@hotmail.com,07281 242847,Paid Search
U35112,Julie,Lewis,Julie Lewis,Newcastle upon Tyne,North East,United Kingdom,25.0,Female,12969.33,Employed part-time,Single,juliel56@gmail.com,07876 015549,Paid Search
U29168,Priya,Jones,Priya Jones, Basildon,East of England,UK,37.0,Female,29005.52,Employed full-time,Single,priya.jones@gmail.com,07719178427,Affiliate / Comparison Site
U41142,Christopher,Byrne,Christopher Byrne,chelmsford,East of England,United Kingdom,65.0,Male,37216.68,,Married,cbyrne1982@gmail.com,07539 790 808,Affiliate / Comparison Site
U77232,Kian,White,Kian White, Salford,North West,UK,34.0,Male,,Employed full-time,Divorced,kian.white@gmail.com,07617 055392,Organic Search
U75267,Joseph,Wilson,Joseph Wilson,WESTMINSTER,Greater London,United Kingdom,40.0,Male,11888.97,Employed part-time,Single,joseph.wilson@hotmail.com,07724 607631,
U56028,Carol,Mitchell,Carol Mitchell,Nottingham,East Midlands,United Kingdom,35.0,Female,22605.96,Employed full-time,Single,carol.mitchell@gmail.com,07539 886913,Paid Search
U10459,Arthur,Smith,Arthur Smith,Derby,East Midlands,UK,35.0,Male,23177.89,Employed full-time,Married,arthur.smith@outlook.com,,Paid Search
U56717,Fatima,Bailey,Fatima Bailey, Slough,,United Kingdom,32.0,Female,26963.26,,Single,fatima.bailey@yahoo.co.uk,07884263472,Organic Search
U70538,Poppy,Morris,Poppy Morris,Worcester,West Midlands,United kingdom,46.0,Female,21129.39,Self-employed,Single,shadow656@outlook.com,07650627343,Paid Search
U96282,Sandra,Andersson,Sandra Andersson, Coventry,West Midlands,United Kingdom,27.0,Female,16036.39,Employed part-time,Single,,+44 7686 317063,Paid Search
U18119,Vanessa,Khan,Vanessa Khan,Belfast,Northern Ireland,United Kingdom,53.0,,11618.81,Employed part-time,Married,vanessa.khan@btinternet.com,07689 864 518,Paid Search
U77451,Emma,Richardson,Emma Richardson,Colchester,East of England,UK,31.0,Female,39408.49,Employed full-time,Married,starlight582@hotmail.com,07853 499 648,Organic Search
U74960,Sandra,Campbell,Sandra Campbell,Preston,North West,United Kingdom,55.0,Female,62484.49,Self-employed,Other,sandrac69@hotmail.com,07701 158270,
U83180,Theo,Dimitrov,Theo Dimitrov,Newport,Wales,UK,26.0,Male,47744.92,Employed full-time,Single,theo.dimitrov@gmail.com,,Affiliate / Comparison Site
U75284,Louis,Ali,Louis Ali,,,United Kingdom,37.0,,3829.12,Unemployed,Married,rebel2@hotmail.com,+44 7757 645585,Social Media Ads
U95884,Edward,Morris,Edward Morris,Milton Keynes,South East,United Kingdom,37.0,Male,30709.33,Employed full-time,Married,emorris1986@outlook.com,+44 7878 403252,Organic Search
U88023,George,Roberts,George Roberts,,Greater London,,,Male,20022.67,Employed full-time,Single,,,Social Media Ads
U12420,Harry,Jackson,Harry Jackson,Dundee,,U.K.,32.0,Male,,Self-employed,Married,hjackson1987@yahoo.co.uk,07268 290622,Affiliate / Comparison Site
U33247,Trevor,Dimitrov,Trevor Dimitrov,Nottingham,East Midlands,United Kingdom,,Male,35048.04,Self-employed,Married,trevor.dimitrov@icloud.com,07649 498 943,Referral
U29219,Elliot,Watson,Elliot Watson,Basildon,East of England,United Kingdom,,Male,35913.6,Employed full-time,Single,elliotw81@hotmail.com,(07271) 107201,Affiliate / Comparison Site
U21565,Margaret,Rahman,Margaret Rahman,Dundee,Scotland,United Kingdom,51.0,,22456.8,,Married,margaret.rahman@gmail.com,07178 291517,Organic Search
U21206,Nadia,Patel,Nadia Patel,Luton,East of England,United Kingdom,45.0,Female,26855.34,Employed full-time,Married,,(07785) 693400,Paid Search
U56165,Matthew,King,Matthew King,Colchester,East of England,United Kingdom,46.0,Male,44513.68,Employed full-time,Married,matthew.king@live.co.uk,07967883944,Referral
U25153,Harrison,Byrne,Harrison Byrne,Huddersfield,Yorkshire and the Humber,United Kingdom,24.0,Male,38365.55,Employed full-time,Single,harrison.byrne@gmail.com,07309146902,Paid Search
U54098,Deborah,Watts,Deborah Watts,Slough,South East,United Kingdom,23.0,,24451.09,Employed full-time,Single,deborah.watts@gmail.com,07371948233,
U40776,Max,Patel,Max Patel,Derby,East Midlands,,32.0,Male,19876.65,Employed full-time,Married,max.patel@gmail.com,07535 581834,Direct / App Store
U30643,Nadia,Smith,Nadia Smith,,Northern Ireland,uk,30.0,Female,33199.74,Employed full-time,Divorced,nadias76@yahoo.co.uk,07565074585,Paid Search
U58057,Paul,Ryan,Paul Ryan,Reading,South East,,39.0,Male,32651.83,Employed full-time,Married,paul.ryan@gmail.com,07172 118 306,Affiliate / Comparison Site
U38745,Samuel,Sullivan,Samuel Sullivan,,Wales,U.K.,36.0,Male,19851.38,Employed full-time,Married,samuel.sullivan@btinternet.com,+44 7421 805566,Direct / App Store
U98010,Amy,Hussain,Amy Hussain,NEWPORT,Wales,United Kingdom,32.0,Female,30609.05,Employed full-time,,turbo951@yahoo.co.uk,,
U29474,Ellie,Adams,Ellie Adams,Worcester,West Midlands,UK,59.0,Female,5443.12,Unemployed,Married,ellie.adams@hotmail.com,+44 7990 352725,Direct / App Store
U59795,Ivy,Young,Ivy Young,Ipswich,East of England,United Kingdom,35.0,Female,27539.25,Employed full-time,Married,ivy.young@gmail.com,07972 637 188,Referral
U51758,James,Bennett,James Bennett,,,UK,48.0,Male,24152.43,Self-employed,Single,jamesb82@outlook.com,07882480705,Affiliate / Comparison Site
U24633,Rory,Reid,Rory Reid, Swindon,South West,United Kingdom,35.0,Male,7568.08,Unemployed,Single,rreid1982@gmail.com,07817 981383,
U62245,Thomas,Reid,Thomas Reid,WOLVERHAMPTON,,United Kingdom,45.0,Male,34985.14,,Single,thomas.reid@outlook.com,+44 7594 257682,Organic Search
U34749,Yasmin,Lewis,Yasmin Lewis,,North West,United Kingdom,34.0,Female,21776.1,Employed part-time,Separated,yasmin.lewis@gmail.com,07203501747,Social Media Ads
U33347,David,Murphy,David Murphy,Chelmsford,East of England,United Kingdom,28.0,Male,36175.99,Employed full-time,Single,david.murphy@outlook.com,07178434762,Organic Search
U51445,Archie,Rossi,Archie Rossi,Middlesbrough,North East,UK,33.0,Male,42852.93,Employed full-time,Married,arossi1993@gmail.com,+44 7374 988762,Referral
U64991,Ellie,Bennett,Ellie Bennett,Bristol,South West,UK,,Female,19441.15,Employed full-time,Single,ellie.bennett@outlook.com,(07361) 799952,Direct / App Store
U10181,Zoe,Palmer,Zoe Palmer,Colchester,East of England,United Kingdom,,,35669.94,Employed full-time,Married,zpalmer2002@outlook.com,07842 791783,Direct / App Store
U33531,Arthur,Price,Arthur Price,nottingham,East Midlands,UK,42.0,Male,25041.38,Self-employed,,,+44 7580 770685,Paid Search
U11134,Molly,Jones,Molly Jones,Peterborough,,United Kingdom,20.0,Female,,Employed full-time,,shadow299@aol.com,+44 7994 109786,Social Media Ads
U86171,Holly,Murphy,Holly Murphy,Middlesbrough,North East,U.K.,32.0,Female,36795.16,,Single,holly.murphy@hotmail.com,07666424942,Organic Search
U53400,Amina,Cook,Amina Cook,,South East,United Kingdom,53.0,Female,23375.5,Employed part-time,,aminac12@gmail.com,+44 7646 104401,
U87515,Frank,Bailey,Frank Bailey,Reading,South East,United Kingdom,39.0,Male,23749.64,Employed full-time,Divorced,frankb35@gmail.com,07328 970717,Paid Search
U72924,Rebecca,Shaw,Rebecca Shaw,Oxford,,,,Female,26175.66,,Separated,rebeccas15@yahoo.com,+44 7403 866198,Social Media Ads
U86426,Daniel,Brown,Daniel Brown,luton,East of England,United Kingdom,34.0,Male,37753.45,,Other,bubbles597@hotmail.com,07832 429 833,Paid Search
U30862,Robert,Turner,Robert Turner,Blackburn,North West,,36.0,Male,32572.55,Employed full-time,Separated,robert.turner@hotmail.com,+44 7619 353780,Organic Search
U60937,Stephen,Clark,Stephen Clark,Glasgow,,UK,39.0,Male,23620.92,Employed full-time,Married,stephen.clark@gmail.com,07549 845103,
U22228,Ian,Bennett,Ian Bennett,Oxford ,South East,UK,39.0,Male,,Employed full-time,Single,ian.bennett@live.co.uk,,Organic Search
U28392,Millie,Adams,Millie Adams,London,Greater London,United Kingdom,41.0,Female,28552.04,Employed full-time,Married,millie.adams@gmail.com,07394380296,Organic Search
U70270,Lily,Dimitrov,Lily Dimitrov,Leeds,,,58.0,Female,38955.94,Employed full-time,Married,lilyd78@outlook.com,(07463) 260524,Social Media Ads
U67968,Joseph,Chapman,Joseph Chapman,,South West,United Kingdom,65.0,Male,,Self-employed,Widowed,josephc25@gmail.com,+44 7673 562402,
U14244,Noah,Morris,Noah Morris,Basildon,East of England,UK,35.0,Male,,Employed full-time,Married,sunshine602@gmail.com,07105 530820,Direct / App Store
U62497,Trevor,Johnson,Trevor Johnson,,,United kingdom,30.0,Male,35726.11,Employed full-time,,tjohnson1995@gmail.com,+44 7754 478807,Organic Search
U98021,Sienna,Sullivan,Sienna Sullivan,Ipswich,East of England,United Kingdom,49.0,Female,35862.41,Employed full-time,,siennas79@gmail.com,07389727784,Organic Search
U49979,Archie,Harrison,Archie Harrison,dundee,,,20.0,Male,,Employed full-time,Single,aharrison1980@gmail.com,,Referral
U23267,Megan,White,Megan White,Bradford,Yorkshire and the Humber,United Kingdom,38.0,Female,14277.65,,,meganw74@gmail.com,+44 7538 169210,
U71395,Christopher,Harrison,Christopher Harrison,Doncaster,,United Kingdom,35.0,Male,38924.06,Employed full-time,Married,charrison2002@gmail.com,07678 982 646,Direct / App Store
U81036,Katie,Moore,Katie Moore,,,U.K.,33.0,Female,33235.94,Employed full-time,Divorced,katie.moore@gmail.com,+44 7552 176474,Social Media Ads
U40160,Nadia,Cooper,Nadia Cooper,,East of England,United Kingdom,65.0,,,Employed part-time,Married,nadia.cooper@gmail.com,07182911586,Affiliate / Comparison Site
U40493,Samuel,O'Brien,Samuel O'Brien,WARRINGTON,North West,UK,44.0,Male,17084.84,Employed full-time,,samuel.obrien@gmail.com,07127066058,
U48568,Phoebe,Graham,Phoebe Graham,Paisley,Scotland,United Kingdom,57.0,,6000.0,Employed part-time,Single,phoebe.graham@gmail.com,07243 518614,Direct / App Store
