"user_id","first_name","surname","full_name","city","region","country","age","age_range","gender","income","income_range","employment_status","marital_status","email","phone_number","acquisition_channel"
U85240,Aaron,Bell,Aaron Bell,Stockport,North West,United Kingdom,,,Male,12251.4,Under 15k,,,aaron.bell@outlook.com,+447335752525,Social Media Ads
U83110,Alexander,Shaw,Alexander Shaw,Reading,South East,United Kingdom,65.0,"51-65",Male,48475.75,"30k-50k",Employed full-time,Widowed,alexander.shaw@gmail.com,,Organic Search
U61128,Freya,Morris,Freya Morris,Bristol,,United Kingdom,49.0,"36-50",Female,13412.29,Under 15k,Employed part-time,Married,freya.morris@gmail.com,+447537845911,
U20497,Isabella,Bell,Isabella Bell,Newcastle Upon Tyne,North East,United Kingdom,41.0,"36-50",Female,38064.75,"30k-50k",Employed full-time,Single,ibell2003@outlook.com,+447309094246,Social Media Ads
U83805,Stanley,Popescu,Stanley Popescu,Aberdeen,Scotland,United Kingdom,46.0,"36-50",Male,22155.07,"15k-30k",Employed full-time,Single,stanley.popescu@gmail.com,+447103215735,
U83014,Adam,Kelly,Adam Kelly,Cambridge,East Of England,United Kingdom,49.0,"36-50",Male,20622.53,"15k-30k",,Widowed,,+447582647797,
U10482,Matilda,Martin,Matilda Martin,Stoke-On-Trent,,United Kingdom,51.0,"51-65",Female,40298.08,"30k-50k",,Single,cheeky428@gmail.com,+447586181330,
U12229,Fatima,Andersson,Fatima Andersson,Dundee,Scotland,United Kingdom,49.0,"36-50",Female,,,Employed full-time,Married,fatimaa15@icloud.com,+447957121691,Affiliate / Comparison Site
U72171,Amy,Watson,Amy Watson,London,Greater London,United Kingdom,,,Female,20633.08,"15k-30k",Employed full-time,Single,misty223@yahoo.co.uk,+447797044485,Organic Search
U70470,Charlotte,Palmer,Charlotte Palmer,Gillingham,South East,United Kingdom,52.0,"51-65",Female,43266.96,"30k-50k",Self-employed,,charlottep28@yahoo.co.uk,,Paid Search
U48741,Meera,Edwards,Meera Edwards,Worcester,West Midlands,,51.0,"51-65",Female,,,Employed full-time,Married,meera.edwards@hotmail.com,,Affiliate / Comparison Site
U89114,David,Evans,David Evans,Stockport,North West,United Kingdom,62.0,"51-65",,24295.8,"15k-30k",Employed full-time,Married,davide13@gmail.com,+447324280145,
U40459,Leah,Morgan,Leah Morgan,Glasgow,Scotland,United Kingdom,22.0,"20-35",Female,50750.78,"50k-75k",Employed full-time,Single,,,Referral
U87799,Finley,Evans,Finley Evans,Dundee,Scotland,United Kingdom,30.0,"20-35",Male,12048.26,Under 15k,Unemployed,Separated,bubbles649@outlook.com,+447161917306,
U37975,Grace,Hussain,Grace Hussain,Manchester,North West,United Kingdom,39.0,"36-50",Female,34004.59,"30k-50k",Employed full-time,Married,sunshine682@gmail.com,+447840691648,Social Media Ads
U13504,Jayden,Murphy,Jayden Murphy,Cardiff,Wales,United Kingdom,,,Male,48011.11,"30k-50k",Employed full-time,Single,jayden.murphy@gmail.com,+447159558835,Paid Search
U21696,Sofia,Smith,Sofia Smith,London,Greater London,United Kingdom,60.0,"51-65",Female,,,Unemployed,Married,sofia.smith@gmail.com,+447154602539,Direct / App Store
U98237,Aisha,Green,Aisha Green,Blackburn,North West,,59.0,"51-65",Female,33820.53,"30k-50k",Employed full-time,Married,maverick150@yahoo.co.uk,+447771367453,Referral
U85992,Nicole,Kelly,Nicole Kelly,Coventry,West Midlands,United Kingdom,57.0,"51-65",Female,28365.65,"15k-30k",Employed full-time,Married,nicole.kelly@hotmail.com,+447759661722,Direct / App Store
U20078,Mohammed,Morris,Mohammed Morris,Norwich,East Of England,United Kingdom,30.0,"20-35",Male,,,Employed full-time,Married,mohammed.morris@hotmail.com,+447301119803,Affiliate / Comparison Site
U12476,Sarah,Morris,Sarah Morris,Wolverhampton,West Midlands,United Kingdom,51.0,"51-65",Female,18000.49,"15k-30k",Employed full-time,Married,sarah.morris@aol.com,+447948466322,Organic Search
U99728,Florence,Lewis,Florence Lewis,Salford,North West,United Kingdom,,,,40247.41,"30k-50k",Employed full-time,Married,maverick801@outlook.com,+447458336933,Affiliate / Comparison Site
U47093,Amina,Hughes,Amina Hughes,Newport,Wales,United Kingdom,36.0,"36-50",Female,30376.1,"30k-50k",Employed full-time,Married,,+447159245360,Organic Search
U33700,Molly,Brown,Molly Brown,Glasgow,Scotland,United Kingdom,27.0,"20-35",Female,34621.31,"30k-50k",Employed full-time,Single,,+447172225619,
U67581,Daisy,Ali,Daisy Ali,Peterborough,East Of England,United Kingdom,27.0,"20-35",Female,34462.1,"30k-50k",Employed full-time,Single,,,
U96137,Daisy,Brown,Daisy Brown,Swindon,South West,,,,Female,24677.25,"15k-30k",Employed full-time,Separated,dbrown1980@gmail.com,,Paid Search
U24942,Aaron,Ryan,Aaron Ryan,Gillingham,South East,United Kingdom,45.0,"36-50",,33605.98,"30k-50k",Employed full-time,Married,aaron.ryan@gmail.com,,Referral
U56994,Phoebe,Shaw,Phoebe Shaw,Glasgow,Scotland,United Kingdom,45.0,"36-50",Female,9249.7,Under 15k,Self-employed,Separated,phoebes7@gmail.com,+447802119189,Direct / App Store
U36222,Jack,Jones,Jack Jones,Poole,South West,United Kingdom,23.0,"20-35",Male,28694.02,"15k-30k",Employed full-time,Single,jack.jones@gmail.com,+447895817139,
U64415,Charlotte,Young,Charlotte Young,Ipswich,East Of England,,29.0,"20-35",Female,3682.7,Under 15k,Unemployed,Divorced,charlotte.young@gmail.com,+447340543374,Paid Search
U71337,Richard,Robinson,Richard Robinson,Poole,South West,United Kingdom,40.0,"36-50",Male,4345.41,Under 15k,Unemployed,Married,richard.robinson@hotmail.com,+447541197446,Affiliate / Comparison Site
U97527,Claire,Morris,Claire Morris,Norwich,East Of England,United Kingdom,52.0,"51-65",Female,14000.0,Under 15k,Employed full-time,Single,claire.morris@gmail.com,,Organic Search
U93744,Neil,Graham,Neil Graham,Luton,East Of England,United Kingdom,65.0,"51-65",Male,24131.93,"15k-30k",,Married,neil.graham@gmail.com,+447362230779,Organic Search
U81089,Malcolm,Watson,Malcolm Watson,Milton Keynes,South East,United Kingdom,23.0,"20-35",Male,8199.4,Under 15k,,,blaze660@outlook.com,+447647094089,Organic Search
U74778,Barry,Iqbal,Barry Iqbal,Salford,North West,United Kingdom,30.0,"20-35",Male,,,Employed part-time,Divorced,barry.iqbal@gmail.com,+447206693486,Affiliate / Comparison Site
U91878,Amy,Lee,Amy Lee,Doncaster,Yorkshire And The Humber,United Kingdom,28.0,"20-35",Female,20919.51,"15k-30k",Employed part-time,Married,amy.lee@hotmail.com,,Organic Search
U27935,James,Cook,James Cook,Newcastle Upon Tyne,North East,United Kingdom,,,Male,23520.27,"15k-30k",Employed full-time,Married,jamesc80@gmail.com,+447240417684,Referral
U69850,Evie,Rahman,Evie Rahman,Leicester,East Midlands,United Kingdom,44.0,"36-50",,23340.87,"15k-30k",,Divorced,rebel551@gmail.com,+447977499222,Direct / App Store
U22939,Adam,King,Adam King,Southampton,South East,United Kingdom,29.0,"20-35",Male,44088.55,"30k-50k",Employed full-time,Single,adam.king@gmail.com,+447969431366,Referral
U92587,Amelia,Price,Amelia Price,,West Midlands,United Kingdom,29.0,"20-35",,33047.49,"30k-50k",Employed full-time,Single,amelia.price@gmail.com,+447217569599,Paid Search
U98413,Joseph,Young,Joseph Young,,North West,United Kingdom,,,Male,33960.0,"30k-50k",Self-employed,Single,joseph.young@yahoo.co.uk,+447296841452,Affiliate / Comparison Site
U50078,Elsie,Cooper,Elsie Cooper,Rotherham,Yorkshire And The Humber,United Kingdom,32.0,"20-35",Female,57255.98,"50k-75k",Employed full-time,Separated,elsie.cooper@outlook.com,+447716638801,Affiliate / Comparison Site
U67755,Christopher,Kowalski,Christopher Kowalski,Rotherham,Yorkshire And The Humber,United Kingdom,34.0,"20-35",Male,31203.74,"30k-50k",,Married,christopher.kowalski@hotmail.com,+447877085433,Referral
U41080,Kian,Patel,Kian Patel,,East Of England,United Kingdom,44.0,"36-50",Male,,,Employed part-time,Single,,+447690417859,Direct / App Store
U53772,Derek,Simpson,Derek Simpson,Aberdeen,Scotland,United Kingdom,27.0,"20-35",Male,15112.41,"15k-30k",Self-employed,Other,derek.simpson@icloud.com,+447271485585,Organic Search
U19591,Sophia,Ahmed,Sophia Ahmed,Westminster,Greater London,,38.0,"36-50",Female,30818.66,"30k-50k",Employed full-time,Married,sophia.ahmed@icloud.com,+447445265374,Organic Search
U98073,Oscar,King,Oscar King,Bristol,South West,United Kingdom,30.0,"20-35",Male,45239.46,"30k-50k",,Married,oscar.king@gmail.com,+447799736117,Paid Search
U96389,Mohammed,Kelly,Mohammed Kelly,Bristol,South West,United Kingdom,34.0,"20-35",,40309.36,"30k-50k",Employed full-time,Married,mohammedk15@hotmail.com,+447416110461,Paid Search
U40426,Luke,Hill,Luke Hill,,South West,United Kingdom,56.0,"51-65",Male,49758.31,"30k-50k",,Married,luke.hill@gmail.com,+447460075267,Organic Search
U59477,Helen,Edwards,Helen Edwards,Edinburgh,Scotland,United Kingdom,65.0,"51-65",Female,37969.27,"30k-50k",Employed full-time,Widowed,hedwards1983@hotmail.com,+447722986984,Social Media Ads
U25934,Jasper,Baker,Jasper Baker,Reading,South East,United Kingdom,37.0,"36-50",Male,,,,Married,jasper.baker@outlook.com,+447498273484,Organic Search
U30489,Jayden,Turner,Jayden Turner,Portsmouth,South East,United Kingdom,57.0,"51-65",Male,40919.93,"30k-50k",Employed full-time,Married,jayden.turner@btinternet.com,+447343120612,Referral
U98818,Amelia,Clark,Amelia Clark,Gillingham,South East,United Kingdom,53.0,"51-65",Female,35146.81,"30k-50k",Employed full-time,Single,amelia.clark@gmail.com,+447368972854,Organic Search
U50925,Linda,Muller,Linda Muller,Reading,South East,United Kingdom,33.0,"20-35",Female,34018.82,"30k-50k",Employed full-time,Married,linda.muller@icloud.com,+447164927523,Paid Search
U13234,Sophie,Wilson,Sophie Wilson,York,Yorkshire And The Humber,United Kingdom,30.0,"20-35",,47400.53,"30k-50k",Employed full-time,Separated,sophie.wilson@gmail.com,+447277751852,Social Media Ads
U17603,Alice,Iqbal,Alice Iqbal,Bradford,,United Kingdom,,,Female,26610.19,"15k-30k",Self-employed,Married,,+447596365896,Organic Search
U64478,Toby,Green,Toby Green,Bath,South West,United Kingdom,,,Male,40376.37,"30k-50k",Employed full-time,Separated,,+447689632192,Direct / App Store
U39620,Janet,Rossi,Janet Rossi,Doncaster,,United Kingdom,,,,10116.29,Under 15k,Employed part-time,Married,misty312@hotmail.com,+447743946929,Organic Search
U35796,Barry,Phillips,Barry Phillips,,,United Kingdom,51.0,"51-65",Male,7908.67,Under 15k,Employed part-time,Married,barry.phillips@gmail.com,,Organic Search
U33750,Alice,Kowalski,Alice Kowalski,,North West,United Kingdom,41.0,"36-50",Female,21419.14,"15k-30k",Self-employed,Married,alice.kowalski@gmail.com,+447226125749,Paid Search
U34726,Rebecca,Cox,Rebecca Cox,Gillingham,,United Kingdom,33.0,"20-35",,,,Employed part-time,Single,rebeccac55@icloud.com,+447354442748,Affiliate / Comparison Site
U34482,Christopher,Morgan,Christopher Morgan,Luton,East Of England,United Kingdom,32.0,"20-35",,40028.35,"30k-50k",Employed full-time,Married,christopherm63@outlook.com,+447205683391,Social Media Ads
U42605,Vanessa,Wright,Vanessa Wright,Wolverhampton,West Midlands,United Kingdom,,,Female,21928.03,"15k-30k",Employed full-time,Married,vanessa.wright@outlook.com,,Paid Search
U92036,Angela,Hunt,Angela Hunt,Sunderland,North East,United Kingdom,45.0,"36-50",Female,,,Employed full-time,Single,,+447410662852,Social Media Ads
U44356,Owen,Ali,Owen Ali,Sunderland,,United Kingdom,29.0,"20-35",Male,10672.01,Under 15k,Employed part-time,Single,owen.ali@gmail.com,,Affiliate / Comparison Site
U19438,Simon,Murphy,Simon Murphy,Sheffield,Yorkshire And The Humber,United Kingdom,44.0,"36-50",Male,,,Employed full-time,Married,simonm46@yahoo.co.uk,+447703403362,Social Media Ads
U46731,Molly,Silva,Molly Silva,Manchester,North West,,48.0,"36-50",Female,34127.93,"30k-50k",Employed full-time,Single,molly.silva@gmail.com,+447670277901,Paid Search
U10465,Theo,Hill,Theo Hill,Dundee,Scotland,United Kingdom,33.0,"20-35",Male,,,Employed full-time,Married,theo.hill@yahoo.co.uk,,Organic Search
U87500,Robert,Johnson,Robert Johnson,Bath,South West,United Kingdom,45.0,"36-50",Male,38958.66,"30k-50k",,Other,robert.johnson@gmail.com,,Affiliate / Comparison Site
U75414,Leah,Shah,Leah Shah,,East Midlands,United Kingdom,33.0,"20-35",Female,58882.91,"50k-75k",Employed full-time,Married,leah.shah@gmail.com,+447525797655,Paid Search
U40710,Leah,Ward,Leah Ward,Colchester,East Of England,United Kingdom,,,,27371.02,"15k-30k",Employed full-time,Married,cheeky324@gmail.com,+447174690496,Social Media Ads
U99918,Willow,Young,Willow Young,Stoke-On-Trent,West Midlands,United Kingdom,46.0,"36-50",Female,37440.12,"30k-50k",Employed full-time,Married,willowy88@gmail.com,+447373442131,Referral
U54510,Poppy,Wilson,Poppy Wilson,Cardiff,Wales,United Kingdom,37.0,"36-50",Female,33080.95,"30k-50k",Employed full-time,Single,poppy.wilson@live.co.uk,+447737046128,Organic Search
U26855,Simon,Sullivan,Simon Sullivan,Portsmouth,,United Kingdom,28.0,"20-35",Male,44812.08,"30k-50k",Employed full-time,Married,simon.sullivan@gmail.com,+447518517754,Organic Search
U83689,Mohammed,Adams,Mohammed Adams,Nottingham,East Midlands,United Kingdom,33.0,"20-35",Male,38937.61,"30k-50k",Employed full-time,,madams1981@hotmail.com,+447723064599,Direct / App Store
U32894,Gary,Wright,Gary Wright,Sunderland,North East,United Kingdom,33.0,"20-35",Male,,,Employed full-time,Married,gary.wright@icloud.com,+447587625811,Affiliate / Comparison Site
U46088,Daniel,Simpson,Daniel Simpson,Plymouth,South West,United Kingdom,34.0,"20-35",Male,17568.01,"15k-30k",Employed full-time,Single,,+447342663652,Direct / App Store
U41921,Naomi,Malik,Naomi Malik,Stockport,North West,United Kingdom,22.0,"20-35",Female,29015.61,"15k-30k",Employed full-time,Married,naomim18@hotmail.com,+447167817813,Social Media Ads
U25112,James,Rossi,James Rossi,Gloucester,South West,United Kingdom,35.0,"20-35",Male,23257.64,"15k-30k",Employed full-time,Single,,+447955692837,Paid Search
U25697,Logan,Bennett,Logan Bennett,Basildon,East Of England,United Kingdom,26.0,"20-35",Male,,,Employed full-time,,logan.bennett@gmail.com,+447164534187,Social Media Ads
U16813,Chelsea,Lewis,Chelsea Lewis,,North West,United Kingdom,24.0,"20-35",Female,24915.19,"15k-30k",Employed full-time,Single,,+447870493448,Affiliate / Comparison Site
U62428,Holly,Shah,Holly Shah,Stockport,North West,United Kingdom,32.0,"20-35",Female,28299.99,"15k-30k",Employed full-time,Married,hshah1971@live.co.uk,+447216399657,Social Media Ads
U71726,Florence,Rahman,Florence Rahman,,Greater London,United Kingdom,27.0,"20-35",Female,5649.22,Under 15k,Unemployed,Married,florence.rahman@gmail.com,+447920234620,Social Media Ads
U14392,Sienna,Byrne,Sienna Byrne,Aberdeen,,United Kingdom,56.0,"51-65",Female,29671.03,"15k-30k",Employed full-time,Married,,+447881708143,Social Media Ads
U28855,Sienna,Rahman,Sienna Rahman,Edinburgh,Scotland,United Kingdom,29.0,"20-35",Other,30763.29,"30k-50k",Employed full-time,Married,siennar81@btinternet.com,+447425322364,Paid Search
U31545,Zara,Wilson,Zara Wilson,Belfast,Northern Ireland,United Kingdom,25.0,"20-35",Female,23791.46,"15k-30k",Employed full-time,Single,zara.wilson@gmail.com,+447705841575,Paid Search
U24970,Fatima,Iqbal,Fatima Iqbal,Aberdeen,Scotland,United Kingdom,30.0,"20-35",Female,34407.33,"30k-50k",Employed full-time,Single,fatima.iqbal@gmail.com,+447861391346,Social Media Ads
U85531,Zoe,Taylor,Zoe Taylor,Nottingham,East Midlands,United Kingdom,25.0,"20-35",Female,24079.26,"15k-30k",Employed full-time,Separated,zoe.taylor@gmail.com,+447941507633,Affiliate / Comparison Site
U72072,Diane,Moore,Diane Moore,Newcastle Upon Tyne,North East,United Kingdom,48.0,"36-50",Female,12505.73,Under 15k,,Single,diane.moore@hotmail.com,+447923358780,Social Media Ads
U81492,Oliver,James,Oliver James,Bristol,South West,United Kingdom,52.0,"51-65",Male,,,Employed full-time,Single,oliver.james@btinternet.com,+447702304949,Social Media Ads
U65204,Priya,Roberts,Priya Roberts,Doncaster,Yorkshire And The Humber,United Kingdom,37.0,"36-50",Female,14000.0,Under 15k,Employed full-time,Married,priya.roberts@outlook.com,+447913492201,Direct / App Store
U90032,Leo,Patel,Leo Patel,Dundee,Scotland,United Kingdom,48.0,"36-50",,27957.78,"15k-30k",Employed part-time,Married,ace38@yahoo.co.uk,+447421297014,Organic Search
U27362,Jake,Andersson,Jake Andersson,Leicester,East Midlands,United Kingdom,35.0,"20-35",Male,39772.39,"30k-50k",Employed full-time,Single,jake.andersson@gmail.com,+447802399180,Affiliate / Comparison Site
U25990,Mia,Campbell,Mia Campbell,,West Midlands,United Kingdom,43.0,"36-50",Female,37518.16,"30k-50k",Employed full-time,Single,mia.campbell@hotmail.com,+447581833083,Organic Search
U75692,Muhammad,Thomas,Muhammad Thomas,Leeds,,United Kingdom,64.0,"51-65",Male,14629.88,Under 15k,Retired,Married,muhammad.thomas@gmail.com,+447657553258,Paid Search
U56463,Nicole,Brown,Nicole Brown,Warrington,North West,United Kingdom,33.0,"20-35",Female,7063.12,Under 15k,,Single,nicole.brown@icloud.com,+447884680733,Organic Search
U95840,Laura,Hussain,Laura Hussain,Wolverhampton,West Midlands,United Kingdom,39.0,"36-50",Female,20691.3,"15k-30k",Employed full-time,Married,laura.hussain@gmail.com,+447994086052,Social Media Ads
U22815,Frank,Cox,Frank Cox,Peterborough,East Of England,United Kingdom,,,Male,39392.5,"30k-50k",Employed full-time,Married,frank.cox@yahoo.co.uk,+447662628880,Social Media Ads
U67180,Barbara,Shah,Barbara Shah,,North East,United Kingdom,30.0,"20-35",,15478.33,"15k-30k",Employed full-time,Married,barbara.shah@gmail.com,+447454926813,Paid Search
U68321,Barbara,Richardson,Barbara Richardson,Rotherham,Yorkshire And The Humber,United Kingdom,56.0,"51-65",Female,20042.22,"15k-30k",Employed full-time,Married,brichardson2005@hotmail.com,+447836177046,Organic Search
U30257,Isabella,Rossi,Isabella Rossi,Cambridge,East Of England,United Kingdom,52.0,"51-65",Female,,,Employed part-time,Single,isabellar24@hotmail.com,+447787422718,Paid Search
U33576,Neil,Watson,Neil Watson,Dundee,Scotland,,20.0,"20-35",Male,,,,,neil.watson@gmail.com,+447908426194,Paid Search
U64030,Julie,Thompson,Julie Thompson,Cardiff,Wales,United Kingdom,47.0,"36-50",,,,Employed full-time,Single,julie.thompson@gmail.com,+447621338080,Social Media Ads
U51288,Isaac,Stewart,Isaac Stewart,Wakefield,Yorkshire And The Humber,United Kingdom,59.0,"51-65",Male,37670.5,"30k-50k",Employed full-time,Married,istewart1972@gmail.com,,Social Media Ads
U61529,Diane,Graham,Diane Graham,,Scotland,United Kingdom,29.0,"20-35",Female,14000.0,Under 15k,Employed full-time,Single,,+447265511949,Organic Search
U15406,Alfie,Morgan,Alfie Morgan,Cambridge,East Of England,United Kingdom,27.0,"20-35",Male,34272.9,"30k-50k",Employed full-time,Single,alfie.morgan@gmail.com,,Referral
U57340,Oliver,Taylor,Oliver Taylor,Stoke-On-Trent,West Midlands,,48.0,"36-50",,53086.94,"50k-75k",Employed full-time,Married,otaylor1974@yahoo.com,,Social Media Ads
U90504,Dylan,Iqbal,Dylan Iqbal,Glasgow,Scotland,United Kingdom,49.0,"36-50",Male,39502.78,"30k-50k",Employed full-time,Divorced,dylan.iqbal@gmail.com,+447588803256,Paid Search
U12394,Ellie,Patel,Ellie Patel,Watford,East Of England,,33.0,"20-35",Female,14000.0,Under 15k,,Single,ellie.patel@outlook.com,+447935535514,Organic Search
U75243,Molly,Richardson,Molly Richardson,,Scotland,United Kingdom,36.0,"36-50",Female,15717.55,"15k-30k",Employed part-time,,mollyr11@gmail.com,+447974924277,Organic Search
U89020,Jessica,Hill,Jessica Hill,Glasgow,Scotland,,34.0,"20-35",Female,,,Employed full-time,Single,jessica.hill@gmail.com,+447114381191,Organic Search
U48845,Angela,Bell,Angela Bell,Luton,East Of England,United Kingdom,52.0,"51-65",Female,,,Self-employed,Single,angela.bell@btinternet.com,+447756666396,Organic Search
U21519,Edward,Harrison,Edward Harrison,Leicester,East Midlands,United Kingdom,49.0,"36-50",Male,,,Employed full-time,Married,edward.harrison@hotmail.com,+447558641146,Organic Search
U89528,Dylan,Wood,Dylan Wood,Bolton,North West,United Kingdom,40.0,"36-50",Other,8299.37,Under 15k,Employed part-time,Married,dylan.wood@outlook.com,+447681790885,
U35022,Jack,Dimitrov,Jack Dimitrov,Exeter,South West,United Kingdom,65.0,"51-65",Male,32500.3,"30k-50k",Employed full-time,Divorced,jackd83@hotmail.com,,Social Media Ads
U11857,Margaret,Palmer,Margaret Palmer,Belfast,Northern Ireland,United Kingdom,38.0,"36-50",Female,26341.95,"15k-30k",Employed full-time,Single,mpalmer2004@outlook.com,+447812698672,Social Media Ads
U75646,Isla,Edwards,Isla Edwards,Blackburn,North West,United Kingdom,29.0,"20-35",Female,751.4,Under 15k,Unemployed,Married,,+447233307885,Direct / App Store
U13465,Logan,Thomas,Logan Thomas,Stoke-On-Trent,,United Kingdom,28.0,"20-35",Male,32083.3,"30k-50k",Employed full-time,Married,logan.thomas@gmail.com,+447304037123,Direct / App Store
U72147,Oscar,Gray,Oscar Gray,Preston,,United Kingdom,,,Male,,,Employed full-time,Single,shadow504@outlook.com,+447205339713,Organic Search
U40827,Ivy,Shah,Ivy Shah,Cardiff,Wales,United Kingdom,,,Female,7867.72,Under 15k,,Married,ivy.shah@yahoo.co.uk,+447311467067,Affiliate / Comparison Site
U43914,Anjali,Costa,Anjali Costa,Nottingham,East Midlands,United Kingdom,33.0,"20-35",Female,45192.59,"30k-50k",Employed full-time,Single,acosta2003@gmail.com,+447485544523,Social Media Ads
U28795,Lily,Hill,Lily Hill,Birmingham,West Midlands,United Kingdom,43.0,"36-50",Female,14096.26,Under 15k,Employed part-time,Married,,+447826327032,Referral
U85449,Freya,Ahmed,Freya Ahmed,Exeter,South West,United Kingdom,58.0,"51-65",Female,17486.02,"15k-30k",Employed full-time,Married,freyaa71@gmail.com,+447366117433,Affiliate / Comparison Site
U43865,Donna,Hughes,Donna Hughes,,Greater London,United Kingdom,,,Female,17613.0,"15k-30k",Self-employed,,donnah69@hotmail.com,+447787946939,Paid Search
U80114,Neil,James,Neil James,Coventry,,United Kingdom,52.0,"51-65",Male,6747.87,Under 15k,,Married,,+447619355637,Social Media Ads
U48160,Florence,Watson,Florence Watson,Bradford,Yorkshire And The Humber,United Kingdom,58.0,"51-65",Female,47367.44,"30k-50k",Employed full-time,Divorced,florencew23@gmail.com,+447885752163,Affiliate / Comparison Site
U99283,Abigail,Shaw,Abigail Shaw,Leeds,Yorkshire And The Humber,United Kingdom,43.0,"36-50",Female,,,Employed full-time,Married,,+447419187441,
U73085,Finley,Adams,Finley Adams,Manchester,North West,United Kingdom,35.0,"20-35",Male,32545.81,"30k-50k",Employed full-time,Divorced,finley.adams@outlook.com,+447608258439,
U21271,Sarah,Edwards,Sarah Edwards,Blackburn,,United Kingdom,,,Female,31399.54,"30k-50k",Employed full-time,,sedwards1987@outlook.com,+447895893304,Paid Search
U77238,Dylan,Jackson,Dylan Jackson,Derby,East Midlands,United Kingdom,44.0,"36-50",Male,,,Employed full-time,Single,djackson1990@gmail.com,+447751450829,Referral
U16125,Naomi,Morgan,Naomi Morgan,Oxford,South East,United Kingdom,31.0,"20-35",Female,55014.91,"50k-75k",,Widowed,nmorgan1970@yahoo.co.uk,+447877342861,Affiliate / Comparison Site
U12472,Christine,Turner,Christine Turner,,,United Kingdom,55.0,"51-65",Female,,,Employed full-time,Divorced,rocket442@outlook.com,+447108866527,Affiliate / Comparison Site
U61103,Katie,Wilson,Katie Wilson,Westminster,Greater London,United Kingdom,,,Female,26782.67,"15k-30k",Self-employed,Single,kwilson1972@outlook.com,+447309020620,Paid Search
U42934,Fatima,Foster,Fatima Foster,Preston,North West,United Kingdom,36.0,"36-50",,15691.32,"15k-30k",Employed part-time,Single,,+447133781202,Organic Search
U74936,Daisy,Nguyen,Daisy Nguyen,,West Midlands,United Kingdom,28.0,"20-35",,26560.22,"15k-30k",Employed full-time,Married,daisyn31@gmail.com,+447525183133,Social Media Ads
U32776,Gabriel,Scott,Gabriel Scott,Hull,Yorkshire And The Humber,United Kingdom,28.0,"20-35",Male,16825.79,"15k-30k",Employed full-time,Single,,+447181368461,
U38837,Georgia,Evans,Georgia Evans,Swansea,Wales,United Kingdom,40.0,"36-50",Female,8000.0,Under 15k,Self-employed,Divorced,georgiae76@outlook.com,+447960861596,Paid Search
U61662,Mason,Graham,Mason Graham,Leeds,Yorkshire And The Humber,,33.0,"20-35",Male,26005.4,"15k-30k",Employed full-time,Single,mason.graham@gmail.com,,Referral
U43035,Emma,Andersson,Emma Andersson,Bristol,,,54.0,"51-65",Female,10107.44,Under 15k,Unemployed,Single,,+447945182791,Paid Search
U35984,Margaret,Hussain,Margaret Hussain,Aberdeen,Scotland,United Kingdom,59.0,"51-65",Female,46838.01,"30k-50k",Employed full-time,Married,margareth45@hotmail.com,+447939782186,Affiliate / Comparison Site
U57225,Edward,Turner,Edward Turner,Telford,West Midlands,United Kingdom,53.0,"51-65",Male,21724.17,"15k-30k",,Divorced,edward.turner@outlook.com,+447153383893,Paid Search
U59781,Mason,King,Mason King,Sheffield,,United Kingdom,32.0,"20-35",Male,,,Employed full-time,Separated,mking1981@outlook.com,+447862589833,Organic Search
U83603,Gary,Murphy,Gary Murphy,Wolverhampton,West Midlands,,44.0,"36-50",Male,35446.83,"30k-50k",Employed full-time,Single,garym45@yahoo.com,+447235036273,Social Media Ads
U33443,Sophie,Morgan,Sophie Morgan,Glasgow,Scotland,,36.0,"36-50",Female,26025.78,"15k-30k",Employed full-time,,smorgan2001@hotmail.com,+447226975816,Paid Search
U81706,Rory,Wilson,Rory Wilson,Cardiff,Wales,,,,,,,Employed full-time,Married,rory.wilson@gmail.com,+447552738010,Paid Search
U71797,Frank,Scott,Frank Scott,Warrington,North West,United Kingdom,35.0,"20-35",Male,42382.32,"30k-50k",,Single,,+447906992252,Organic Search
U61614,Kevin,Watson,Kevin Watson,London,,United Kingdom,52.0,"51-65",Male,37969.44,"30k-50k",Employed full-time,Single,kevin.watson@outlook.com,+447283987909,Paid Search
U59677,Connor,Hill,Connor Hill,Bristol,South West,United Kingdom,37.0,"36-50",Male,34753.65,"30k-50k",Employed full-time,Single,connor.hill@gmail.com,+447993596173,Affiliate / Comparison Site
U62156,Adam,Clarke,Adam Clarke,Northampton,East Midlands,United Kingdom,44.0,"36-50",Male,16806.75,"15k-30k",Employed full-time,,adamc19@gmail.com,+447996376256,Affiliate / Comparison Site
U52053,Claire,Novak,Claire Novak,Stockport,North West,United Kingdom,50.0,"36-50",Female,48926.65,"30k-50k",Employed full-time,Divorced,clairen12@outlook.com,+447939623976,Social Media Ads
U69722,Isabella,Shah,Isabella Shah,Stockport,North West,,,,Female,40385.65,"30k-50k",Employed full-time,Married,ishah1987@gmail.com,+447479174431,
U90876,Carol,Lewis,Carol Lewis,Wakefield,Yorkshire And The Humber,United Kingdom,35.0,"20-35",Female,7945.93,Under 15k,Unemployed,Married,clewis1971@icloud.com,+447306713146,Referral
U82416,Gary,Lee,Gary Lee,York,Yorkshire And The Humber,United Kingdom,54.0,"51-65",Male,25882.54,"15k-30k",Employed full-time,Separated,,+447452795142,
